,FORMULA,stabilityVec,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
99,Ar0.9 Cr0.1,0.0,Ar0.9 Cr0.1,18.0,24.0,6.0,18.6,1.0800000000000012,18.0,49.0,100.0,51.0,94.9,9.179999999999996,100.0,39.948,51.9961,12.048099999999998,41.15281,2.1686580000000015,39.948,83.8,2180.0,2096.2,293.42,377.31600000000003,83.8,6.0,18.0,12.0,16.8,2.1599999999999993,18.0,3.0,4.0,1.0,3.1,0.18000000000000008,3.0,106.0,139.0,33.0,109.30000000000001,5.940000000000009,106.0,,,,,,,1.0,2.0,1.0,1.9000000000000001,0.1799999999999999,2.0,0.0,6.0,6.0,5.4,1.0799999999999996,6.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.800000000000001,0.35999999999999943,8.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.6000000000000001,1.08,0.0,11.19,28.54,17.35,26.805,3.1229999999999993,28.54,0.0,9.26,9.26,8.334,1.6668000000000003,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,225.4,0.7200000000000046,225.0
99,Ar0.8 Cr0.2,0.0,Ar0.8 Cr0.2,18.0,24.0,6.0,19.200000000000003,1.9200000000000017,18.0,49.0,100.0,51.0,89.8,16.32,100.0,39.948,51.9961,12.048099999999998,42.35762,3.8553919999999975,39.948,83.8,2180.0,2096.2,503.04,670.7840000000001,83.8,6.0,18.0,12.0,15.600000000000001,3.8399999999999994,18.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,106.0,139.0,33.0,112.60000000000001,10.560000000000006,106.0,,,,,,,1.0,2.0,1.0,1.8,0.32,2.0,0.0,6.0,6.0,4.800000000000001,1.9199999999999997,6.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.6000000000000005,0.6399999999999997,8.0,0.0,1.0,1.0,0.2,0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.2000000000000002,1.9200000000000002,0.0,11.19,28.54,17.35,25.07,5.552,28.54,0.0,9.26,9.26,7.408,2.9631999999999996,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,225.8,1.280000000000007,225.0
99,Ar0.7 Cr0.3,0.0,Ar0.7 Cr0.3,18.0,24.0,6.0,19.799999999999997,2.5199999999999987,18.0,49.0,100.0,51.0,84.7,21.419999999999998,100.0,39.948,51.9961,12.048099999999998,43.56243,5.0602019999999985,39.948,83.8,2180.0,2096.2,712.66,880.404,83.8,6.0,18.0,12.0,14.399999999999999,5.040000000000001,18.0,3.0,4.0,1.0,3.3,0.41999999999999993,3.0,106.0,139.0,33.0,115.89999999999998,13.85999999999999,106.0,,,,,,,1.0,2.0,1.0,1.7,0.42000000000000004,2.0,0.0,6.0,6.0,4.199999999999999,2.5200000000000005,6.0,0.0,5.0,5.0,1.5,2.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.3999999999999995,0.8400000000000002,8.0,0.0,1.0,1.0,0.3,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.5,2.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.7999999999999998,2.5199999999999996,0.0,11.19,28.54,17.35,23.334999999999997,7.287,28.54,0.0,9.26,9.26,6.481999999999999,3.8891999999999998,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,226.2,1.6799999999999953,225.0
99,Ar0.6 Cr0.4,0.0,Ar0.6 Cr0.4,18.0,24.0,6.0,20.4,2.88,18.0,49.0,100.0,51.0,79.6,24.480000000000004,100.0,39.948,51.9961,12.048099999999998,44.76724,5.783087999999999,39.948,83.8,2180.0,2096.2,922.28,1006.1759999999999,83.8,6.0,18.0,12.0,13.2,5.76,18.0,3.0,4.0,1.0,3.4,0.48,3.0,106.0,139.0,33.0,119.19999999999999,15.839999999999998,106.0,,,,,,,1.0,2.0,1.0,1.6,0.48,2.0,0.0,6.0,6.0,3.5999999999999996,2.88,6.0,0.0,5.0,5.0,2.0,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.2,0.96,8.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.4000000000000004,2.88,0.0,11.19,28.54,17.35,21.599999999999998,8.328,28.54,0.0,9.26,9.26,5.556,4.4448,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,226.60000000000002,1.9200000000000046,225.0
99,Ar0.5 Cr0.5,0.0,Ar0.5 Cr0.5,18.0,24.0,6.0,21.0,3.0,18.0,49.0,100.0,51.0,74.5,25.5,49.0,39.948,51.9961,12.048099999999998,45.972049999999996,6.024049999999999,39.948,83.8,2180.0,2096.2,1131.9,1048.1,83.8,6.0,18.0,12.0,12.0,6.0,6.0,3.0,4.0,1.0,3.5,0.5,3.0,106.0,139.0,33.0,122.5,16.5,106.0,,,,,,,1.0,2.0,1.0,1.5,0.5,1.0,0.0,6.0,6.0,3.0,3.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.0,1.0,6.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,0.0,11.19,28.54,17.35,19.865,8.675,11.19,0.0,9.26,9.26,4.63,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.0,2.0,225.0
99,Ar0.4 Cr0.6,0.0,Ar0.4 Cr0.6,18.0,24.0,6.0,21.599999999999998,2.880000000000001,24.0,49.0,100.0,51.0,69.4,24.480000000000004,49.0,39.948,51.9961,12.048099999999998,47.17686,5.783087999999999,51.9961,83.8,2180.0,2096.2,1341.52,1006.1759999999999,2180.0,6.0,18.0,12.0,10.8,5.76,6.0,3.0,4.0,1.0,3.6,0.48,4.0,106.0,139.0,33.0,125.8,15.84,139.0,,,,,,1.66,1.0,2.0,1.0,1.4,0.48,1.0,0.0,6.0,6.0,2.4000000000000004,2.88,0.0,0.0,5.0,5.0,3.0,2.4000000000000004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.8,0.96,6.0,0.0,1.0,1.0,0.6,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.4000000000000004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.5999999999999996,2.88,6.0,11.19,28.54,17.35,18.13,8.328,11.19,0.0,9.26,9.26,3.704,4.4448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.4,1.9199999999999988,229.0
99,Ar0.3 Cr0.7,0.0,Ar0.3 Cr0.7,18.0,24.0,6.0,22.199999999999996,2.5200000000000014,24.0,49.0,100.0,51.0,64.3,21.419999999999998,49.0,39.948,51.9961,12.048099999999998,48.38167,5.0602019999999985,51.9961,83.8,2180.0,2096.2,1551.14,880.404,2180.0,6.0,18.0,12.0,9.599999999999998,5.039999999999999,6.0,3.0,4.0,1.0,3.6999999999999997,0.4200000000000001,4.0,106.0,139.0,33.0,129.1,13.860000000000001,139.0,,,,,,1.66,1.0,2.0,1.0,1.2999999999999998,0.41999999999999993,1.0,0.0,6.0,6.0,1.7999999999999998,2.5199999999999996,0.0,0.0,5.0,5.0,3.5,2.0999999999999996,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.6,0.8399999999999999,6.0,0.0,1.0,1.0,0.7,0.42000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5,2.0999999999999996,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.199999999999999,2.5200000000000005,6.0,11.19,28.54,17.35,16.395,7.286999999999999,11.19,0.0,9.26,9.26,2.778,3.8891999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.79999999999998,1.6800000000000068,229.0
99,Ar0.2 Cr0.8,0.0,Ar0.2 Cr0.8,18.0,24.0,6.0,22.800000000000004,1.9199999999999975,24.0,49.0,100.0,51.0,59.2,16.32,49.0,39.948,51.9961,12.048099999999998,49.58648,3.8553919999999975,51.9961,83.8,2180.0,2096.2,1760.76,670.7840000000001,2180.0,6.0,18.0,12.0,8.4,3.8400000000000003,6.0,3.0,4.0,1.0,3.8000000000000003,0.31999999999999984,4.0,106.0,139.0,33.0,132.4,10.559999999999997,139.0,,,,,,1.66,1.0,2.0,1.0,1.2000000000000002,0.3200000000000001,1.0,0.0,6.0,6.0,1.2000000000000002,1.9200000000000002,0.0,0.0,5.0,5.0,4.0,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.4,0.6400000000000002,6.0,0.0,1.0,1.0,0.8,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.800000000000001,1.9199999999999997,6.0,11.19,28.54,17.35,14.66,5.5520000000000005,11.19,0.0,9.26,9.26,1.852,2.9632000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.20000000000002,1.2799999999999898,229.0
99,Ar0.1 Cr0.9,0.0,Ar0.1 Cr0.9,18.0,24.0,6.0,23.400000000000002,1.0799999999999983,24.0,49.0,100.0,51.0,54.1,9.180000000000001,49.0,39.948,51.9961,12.048099999999998,50.79129,2.1686580000000015,51.9961,83.8,2180.0,2096.2,1970.38,377.3159999999999,2180.0,6.0,18.0,12.0,7.2,2.16,6.0,3.0,4.0,1.0,3.9000000000000004,0.17999999999999972,4.0,106.0,139.0,33.0,135.70000000000002,5.939999999999987,139.0,,,,,,1.66,1.0,2.0,1.0,1.1,0.18000000000000008,1.0,0.0,6.0,6.0,0.6000000000000001,1.08,0.0,0.0,5.0,5.0,4.5,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.2,0.36000000000000015,6.0,0.0,1.0,1.0,0.9,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.4,1.0799999999999996,6.0,11.19,28.54,17.35,12.925,3.123000000000001,11.19,0.0,9.26,9.26,0.926,1.6668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.6,0.7200000000000046,229.0
100,Ar0.9 Eu0.1,0.0,Ar0.9 Eu0.1,18.0,63.0,45.0,22.5,8.1,18.0,25.0,100.0,75.0,92.5,13.5,100.0,39.948,151.964,112.01599999999999,51.14960000000001,20.16288000000001,39.948,83.8,1095.0,1011.2,184.92000000000002,182.01600000000002,83.8,3.0,18.0,15.0,16.5,2.7,18.0,3.0,6.0,3.0,3.3000000000000003,0.5400000000000003,3.0,106.0,198.0,92.0,115.2,16.560000000000002,106.0,,,,,,,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,5.4,1.0799999999999996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.7000000000000001,1.2600000000000002,0.0,8.0,9.0,1.0,8.1,0.17999999999999972,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.7000000000000001,1.2600000000000002,0.0,0.0,7.0,7.0,0.7000000000000001,1.2600000000000002,0.0,28.54,36.46,7.920000000000002,29.332,1.4256000000000015,28.54,0.0,9.26,9.26,8.334,1.6668000000000003,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,225.4,0.7200000000000046,225.0
100,Ar0.8 Eu0.2,0.0,Ar0.8 Eu0.2,18.0,63.0,45.0,27.0,14.4,18.0,25.0,100.0,75.0,85.0,24.0,100.0,39.948,151.964,112.01599999999999,62.351200000000006,35.84512000000001,39.948,83.8,1095.0,1011.2,286.04,323.58400000000006,83.8,3.0,18.0,15.0,15.0,4.800000000000001,18.0,3.0,6.0,3.0,3.6000000000000005,0.9600000000000004,3.0,106.0,198.0,92.0,124.4,29.440000000000005,106.0,,,,,,,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,4.800000000000001,1.9199999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4000000000000001,2.24,0.0,8.0,9.0,1.0,8.200000000000001,0.3200000000000007,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4000000000000001,2.24,0.0,0.0,7.0,7.0,1.4000000000000001,2.24,0.0,28.54,36.46,7.920000000000002,30.124000000000002,2.5344000000000024,28.54,0.0,9.26,9.26,7.408,2.9631999999999996,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,225.8,1.280000000000007,225.0
100,Ar0.7 Eu0.3,0.0,Ar0.7 Eu0.3,18.0,63.0,45.0,31.5,18.9,18.0,25.0,100.0,75.0,77.5,31.5,100.0,39.948,151.964,112.01599999999999,73.55279999999999,47.04671999999999,39.948,83.8,1095.0,1011.2,387.15999999999997,424.70399999999995,83.8,3.0,18.0,15.0,13.5,6.3,18.0,3.0,6.0,3.0,3.8999999999999995,1.2599999999999998,3.0,106.0,198.0,92.0,133.6,38.63999999999999,106.0,,,,,,,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,4.199999999999999,2.5200000000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.1,2.94,0.0,8.0,9.0,1.0,8.299999999999999,0.4199999999999996,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.1,2.94,0.0,0.0,7.0,7.0,2.1,2.94,0.0,28.54,36.46,7.920000000000002,30.915999999999997,3.3263999999999996,28.54,0.0,9.26,9.26,6.481999999999999,3.8891999999999998,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,226.2,1.6799999999999953,225.0
100,Ar0.6 Eu0.4,0.0,Ar0.6 Eu0.4,18.0,63.0,45.0,36.0,21.6,18.0,25.0,100.0,75.0,70.0,36.0,100.0,39.948,151.964,112.01599999999999,84.7544,53.76768,39.948,83.8,1095.0,1011.2,488.28,485.376,83.8,3.0,18.0,15.0,12.0,7.199999999999999,18.0,3.0,6.0,3.0,4.2,1.44,3.0,106.0,198.0,92.0,142.8,44.160000000000004,106.0,,,,,,,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,3.5999999999999996,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.8000000000000003,3.36,0.0,8.0,9.0,1.0,8.4,0.4800000000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.8000000000000003,3.36,0.0,0.0,7.0,7.0,2.8000000000000003,3.36,0.0,28.54,36.46,7.920000000000002,31.708,3.8016000000000005,28.54,0.0,9.26,9.26,5.556,4.4448,9.26,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,226.60000000000002,1.9200000000000046,225.0
100,Ar0.5 Eu0.5,0.0,Ar0.5 Eu0.5,18.0,63.0,45.0,40.5,22.5,18.0,25.0,100.0,75.0,62.5,37.5,25.0,39.948,151.964,112.01599999999999,95.956,56.007999999999996,39.948,83.8,1095.0,1011.2,589.4,505.6,83.8,3.0,18.0,15.0,10.5,7.5,3.0,3.0,6.0,3.0,4.5,1.5,3.0,106.0,198.0,92.0,152.0,46.0,106.0,,,,,,,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,8.0,9.0,1.0,8.5,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,7.0,7.0,3.5,3.5,0.0,28.54,36.46,7.920000000000002,32.5,3.960000000000001,28.54,0.0,9.26,9.26,4.63,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.0,2.0,225.0
100,Ar0.4 Eu0.6,0.0,Ar0.4 Eu0.6,18.0,63.0,45.0,45.0,21.6,63.0,25.0,100.0,75.0,55.0,36.0,25.0,39.948,151.964,112.01599999999999,107.1576,53.76768,151.964,83.8,1095.0,1011.2,690.52,485.376,1095.0,3.0,18.0,15.0,9.0,7.199999999999999,3.0,3.0,6.0,3.0,4.8,1.44,6.0,106.0,198.0,92.0,161.2,44.160000000000004,198.0,,,,,,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,2.4000000000000004,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.2,3.3600000000000003,7.0,8.0,9.0,1.0,8.6,0.4800000000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.2,3.3600000000000003,7.0,0.0,7.0,7.0,4.2,3.3600000000000003,7.0,28.54,36.46,7.920000000000002,33.292,3.8016000000000005,36.46,0.0,9.26,9.26,3.704,4.4448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.4,1.9199999999999988,229.0
100,Ar0.3 Eu0.7,0.0,Ar0.3 Eu0.7,18.0,63.0,45.0,49.49999999999999,18.900000000000002,63.0,25.0,100.0,75.0,47.5,31.5,25.0,39.948,151.964,112.01599999999999,118.35919999999999,47.04672,151.964,83.8,1095.0,1011.2,791.64,424.704,1095.0,3.0,18.0,15.0,7.499999999999999,6.299999999999999,3.0,3.0,6.0,3.0,5.1,1.2600000000000002,6.0,106.0,198.0,92.0,170.39999999999998,38.64000000000001,198.0,,,,,,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,1.7999999999999998,2.5199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.8999999999999995,2.94,7.0,8.0,9.0,1.0,8.7,0.42000000000000026,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.8999999999999995,2.94,7.0,0.0,7.0,7.0,4.8999999999999995,2.94,7.0,28.54,36.46,7.920000000000002,34.083999999999996,3.3264000000000022,36.46,0.0,9.26,9.26,2.778,3.8891999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.79999999999998,1.6800000000000068,229.0
100,Ar0.2 Eu0.8,0.0,Ar0.2 Eu0.8,18.0,63.0,45.0,54.00000000000001,14.399999999999997,63.0,25.0,100.0,75.0,40.0,24.0,25.0,39.948,151.964,112.01599999999999,129.5608,35.84512,151.964,83.8,1095.0,1011.2,892.76,323.58400000000006,1095.0,3.0,18.0,15.0,6.0,4.800000000000001,3.0,3.0,6.0,3.0,5.4,0.9599999999999999,6.0,106.0,198.0,92.0,179.60000000000002,29.43999999999999,198.0,,,,,,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,1.2000000000000002,1.9200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.6000000000000005,2.2399999999999998,7.0,8.0,9.0,1.0,8.8,0.3199999999999996,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.6000000000000005,2.2399999999999998,7.0,0.0,7.0,7.0,5.6000000000000005,2.2399999999999998,7.0,28.54,36.46,7.920000000000002,34.876000000000005,2.534399999999998,36.46,0.0,9.26,9.26,1.852,2.9632000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.20000000000002,1.2799999999999898,229.0
100,Ar0.1 Eu0.9,0.0,Ar0.1 Eu0.9,18.0,63.0,45.0,58.5,8.1,63.0,25.0,100.0,75.0,32.5,13.5,25.0,39.948,151.964,112.01599999999999,140.7624,20.162879999999987,151.964,83.8,1095.0,1011.2,993.88,182.01600000000002,1095.0,3.0,18.0,15.0,4.5,2.7,3.0,3.0,6.0,3.0,5.7,0.5399999999999998,6.0,106.0,198.0,92.0,188.8,16.55999999999999,198.0,,,,,,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,0.6000000000000001,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.3,1.2600000000000002,7.0,8.0,9.0,1.0,8.9,0.17999999999999972,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.3,1.2600000000000002,7.0,0.0,7.0,7.0,6.3,1.2600000000000002,7.0,28.54,36.46,7.920000000000002,35.668,1.4256000000000015,36.46,0.0,9.26,9.26,0.926,1.6668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.6,0.7200000000000046,229.0
101,Ar0.9 Ga0.1,0.0,Ar0.9 Ga0.1,18.0,31.0,13.0,19.3,2.3400000000000007,18.0,74.0,100.0,26.0,97.4,4.679999999999996,100.0,39.948,69.723,29.775,42.9255,5.3595,39.948,83.8,302.91,219.11,105.71100000000001,39.43980000000002,83.8,13.0,18.0,5.0,17.5,0.9,18.0,3.0,4.0,1.0,3.1,0.18000000000000008,3.0,106.0,122.0,16.0,107.60000000000001,2.880000000000007,106.0,,,,,,,2.0,2.0,0.0,2.0,0.0,2.0,1.0,6.0,5.0,5.5,0.9,6.0,0.0,10.0,10.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,5.0,8.5,0.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,0.9,0.0,18.8575,28.54,9.682499999999997,27.57175,1.742849999999998,28.54,0.0,9.26,9.26,8.334,1.6668000000000003,9.26,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,208.9,28.979999999999997,225.0
